Ball's radius: 1m
Start condition z0: 6m
Start condition v0: 2m/s

Time:	z(t):	v_z(t):	E(t)	Energy error:
19.375	-1.31197	-9.76731	126859	606.01
19.4375	-1.90327	-9.15419	126859	606.01
19.5	-2.45625	-8.54106	126859	606.01
19.5625	-2.9709	-7.92794	126859	606.01
19.625	-3.44724	-7.31481	126859	606.01
19.6875	-3.88525	-6.70169	126859	606.01
19.75	-4.28495	-6.08856	126859	606.01
19.8125	-4.64632	-5.47544	126859	606.01
19.875	-4.96938	-4.86231	126859	606.01
19.9375	-5.25411	-4.24919	126859	606.01
20	-5.50053	-3.63606	126859	606.01
0	6.05771	1.69344	127465	0
0.03125	6.10584	1.38687	127465	0
0.0625	6.14439	1.08031	127465	1.45519e-11
0.09375	6.17336	0.77375	127465	1.45519e-11
0.125	6.19275	0.467187	127465	0
0.15625	6.20256	0.160625	127465	0
0.1875	6.20279	-0.145938	127465	0
0.21875	6.19344	-0.4525	127465	0
0.25	6.17451	-0.759063	127465	1.45519e-11
0.28125	6.146	-1.06563	127465	0
0.3125	6.10791	-1.37219	127465	0
0.34375	6.06023	-1.67875	127465	1.45519e-11
0.375	6.00298	-1.98531	127465	1.45519e-11
0.40625	5.93615	-2.29188	127465	0
0.4375	5.85974	-2.59844	127465	0
0.46875	5.77375	-2.905	127465	0
0.5	5.67818	-3.21156	127465	0
0.53125	5.57303	-3.51813	127465	0
0.5625	5.4583	-3.82469	127465	1.45519e-11
0.59375	5.33398	-4.13125	127465	1.45519e-11
0.625	5.20009	-4.43781	127465	1.45519e-11
0.65625	5.05662	-4.74438	127465	1.45519e-11
0.6875	4.90357	-5.05094	127465	0
0.71875	4.74094	-5.3575	127465	1.45519e-11
0.75	4.56873	-5.66406	127465	1.45519e-11
0.78125	4.38693	-5.97063	127465	1.45519e-11
0.8125	4.19556	-6.27719	127465	1.45519e-11
0.84375	3.99461	-6.58375	127465	1.45519e-11
0.875	3.78408	-6.89031	127465	1.45519e-11
0.90625	3.56396	-7.19688	127465	1.45519e-11
0.9375	3.33427	-7.50344	127465	2.91038e-11
0.96875	3.095	-7.81	127465	2.91038e-11
1	2.84615	-8.11656	127465	1.45519e-11
1.03125	2.58771	-8.42313	127465	0
1.0625	2.3197	-8.72969	127465	0
1.09375	2.04211	-9.03625	127465	0
1.125	1.75494	-9.34281	127465	0
1.15625	1.45818	-9.64938	127465	1.45519e-11
1.1875	1.15185	-9.95594	127465	0
1.21875	0.835938	-10.2605	127487	22.2508
1.25	0.511019	-10.5209	127920	455.283
1.28125	0.179534	-10.672	129140	1674.81
1.3125	-0.154452	-10.6778	130808	3342.87
1.34375	-0.48628	-10.5367	131798	4333.28
1.375	-0.811803	-10.2826	130341	2875.95
1.40625	-1.12843	-9.97881	127461	3.84179
1.4375	-1.43547	-9.67225	127461	3.84179
1.46875	-1.73294	-9.36568	127461	3.84179
1.5	-2.02083	-9.05912	127461	3.84179
1.53125	-2.29914	-8.75256	127461	3.84179
1.5625	-2.56786	-8.446	127461	3.84179
1.59375	-2.82701	-8.13943	127461	3.84179
1.625	-3.07658	-7.83287	127461	3.84179
1.65625	-3.31657	-7.52631	127461	3.84179
1.6875	-3.54697	-7.21975	127461	3.84179
1.71875	-3.7678	-6.91318	127461	3.84179
1.75	-3.97905	-6.60662	127461	3.84179
1.78125	-4.18071	-6.30006	127461	3.84179
1.8125	-4.3728	-5.9935	127461	3.84179
1.84375	-4.55531	-5.68693	127461	3.84179
1.875	-4.72823	-5.38037	127461	3.84179
1.90625	-4.89158	-5.07381	127461	3.84179
1.9375	-5.04535	-4.76725	127461	3.84179
1.96875	-5.18953	-4.46068	127461	3.84179
2	-5.32414	-4.15412	127461	3.84179
2.03125	-5.44917	-3.84756	127461	3.84179
2.0625	-5.56461	-3.541	127461	3.84179
2.09375	-5.67048	-3.23443	127461	3.84179
2.125	-5.76676	-2.92787	127461	3.84179
2.15625	-5.85347	-2.62131	127461	3.84179
2.1875	-5.9306	-2.31475	127461	3.84179
2.21875	-5.99814	-2.00818	127461	3.84179
2.25	-6.05611	-1.70162	127461	3.84179
2.28125	-6.10449	-1.39506	127461	3.84179
2.3125	-6.1433	-1.0885	127461	3.84179
2.34375	-6.17252	-0.781933	127461	3.84179
2.375	-6.19217	-0.47537	127461	3.84179
2.40625	-6.20223	-0.168808	127461	3.84179
2.4375	-6.20272	0.137755	127461	3.84179
2.46875	-6.19362	0.444317	127461	3.84179
2.5	-6.17495	0.75088	127461	3.84179
2.53125	-6.14669	1.05744	127461	3.84179
2.5625	-6.10886	1.364	127461	3.84179
2.59375	-6.06144	1.67057	127461	3.84179
2.625	-6.00445	1.97713	127461	3.84179
2.65625	-5.93787	2.28369	127461	3.84179
2.6875	-5.86172	2.59025	127461	3.84179
2.71875	-5.77598	2.89682	127461	3.84179
2.75	-5.68067	3.20338	127461	3.84179
2.78125	-5.57577	3.50994	127461	3.84179
2.8125	-5.4613	3.8165	127461	3.84179
2.84375	-5.33724	4.12307	127461	3.84179
2.875	-5.2036	4.42963	127461	3.84179
2.90625	-5.06039	4.73619	127461	3.84179
2.9375	-4.90759	5.04275	127461	3.84179
2.96875	-4.74522	5.34932	127461	3.84179
3	-4.57326	5.65588	127461	3.84179
3.03125	-4.39172	5.96244	127461	3.84179
3.0625	-4.20061	6.269	127461	3.84179
3.09375	-3.99991	6.57557	127461	3.84179
3.125	-3.78963	6.88213	127461	3.84179
3.15625	-3.56978	7.18869	127461	3.84179
3.1875	-3.34034	7.49525	127461	3.84179
3.21875	-3.10132	7.80182	127461	3.84179
3.25	-2.85273	8.10838	127461	3.84179
3.28125	-2.59455	8.41494	127461	3.84179
3.3125	-2.32679	8.7215	127461	3.84179
3.34375	-2.04946	9.02807	127461	3.84179
3.375	-1.76254	9.33463	127461	3.84179
3.40625	-1.46604	9.64119	127461	3.84179
3.4375	-1.15996	9.94775	127461	3.84179
3.46875	-0.844307	10.2526	129969	2504.05
3.5	-0.519611	10.515	131790	4325.14
3.53125	-0.188259	10.6696	130958	3493.6
3.5625	0.145713	10.6793	129295	1830.36
3.59375	0.477647	10.5418	128001	536.562
3.625	0.803368	10.2899	127496	30.6947
3.65625	1.12023	9.98655	127455	10.2919
3.6875	1.42752	9.67999	127455	10.2919
3.71875	1.72523	9.37343	127455	10.2919
3.75	2.01336	9.06686	127455	10.2919
3.78125	2.29191	8.7603	127455	10.2919
3.8125	2.56088	8.45374	127455	10.2919
3.84375	2.82027	8.14718	127455	10.2919
3.875	3.07008	7.84061	127455	10.2919
3.90625	3.31031	7.53405	127455	10.2919
3.9375	3.54096	7.22749	127455	10.2919
3.96875	3.76203	6.92093	127455	10.2919
4	3.97351	6.61436	127455	10.2919
4.03125	4.17542	6.3078	127455	10.2919
4.0625	4.36775	6.00124	127455	10.2919
4.09375	4.5505	5.69468	127455	10.2919
4.125	4.72367	5.38811	127455	10.2919
4.15625	4.88726	5.08155	127455	10.2919
4.1875	5.04127	4.77499	127455	10.2919
4.21875	5.18569	4.46843	127455	10.2919
4.25	5.32054	4.16186	127455	10.2919
4.28125	5.44581	3.8553	127455	10.2919
4.3125	5.5615	3.54874	127455	10.2919
4.34375	5.66761	3.24218	127455	10.2919
4.375	5.76414	2.93561	127455	10.2919
4.40625	5.85108	2.62905	127455	10.2919
4.4375	5.92845	2.32249	127455	10.2919
4.46875	5.99624	2.01593	127455	10.2919
4.5	6.05445	1.70936	127455	10.2919
4.53125	6.10307	1.4028	127455	10.2919
4.5625	6.14212	1.09624	127455	10.2919
4.59375	6.17159	0.789677	127455	10.2919
4.625	6.19148	0.483115	127455	10.2919
4.65625	6.20178	0.176552	127455	10.2919
4.6875	6.20251	-0.13001	127455	10.2919
4.71875	6.19366	-0.436573	127455	10.2919
4.75	6.17523	-0.743135	127455	10.2919
4.78125	6.14721	-1.0497	127455	10.2919
4.8125	6.10962	-1.35626	127455	10.2919
4.84375	6.06245	-1.66282	127455	10.2919
4.875	6.00569	-1.96939	127455	10.2919
4.90625	5.93936	-2.27595	127455	10.2919
4.9375	5.86345	-2.58251	127455	10.2919
4.96875	5.77795	-2.88907	127455	10.2919
5	5.68288	-3.19564	127455	10.2919
5.03125	5.57823	-3.5022	127455	10.2919
5.0625	5.46399	-3.80876	127455	10.2919
5.09375	5.34018	-4.11532	127455	10.2919
5.125	5.20678	-4.42189	127455	10.2919
5.15625	5.06381	-4.72845	127455	10.2919
5.1875	4.91126	-5.03501	127455	10.2919
5.21875	4.74912	-5.34157	127455	10.2919
5.25	4.57741	-5.64814	127455	10.2919
5.28125	4.39611	-5.9547	127455	10.2919
5.3125	4.20524	-6.26126	127455	10.2919
5.34375	4.00478	-6.56782	127455	10.2919
5.375	3.79475	-6.87439	127455	10.2919
5.40625	3.57514	-7.18095	127455	10.2919
5.4375	3.34594	-7.48751	127455	10.2919
5.46875	3.10717	-7.79407	127455	10.2919
5.5	2.85881	-8.10064	127455	10.2919
5.53125	2.60088	-8.4072	127455	10.2919
5.5625	2.33336	-8.71376	127455	10.2919
5.59375	2.05627	-9.02032	127455	10.2919
5.625	1.76959	-9.32689	127455	10.2919
5.65625	1.47334	-9.63345	127455	10.2919
5.6875	1.1675	-9.94001	127455	10.2919
5.71875	0.852086	-10.245	127468	2.90943
5.75	0.5276	-10.5093	127866	401.249
5.78125	0.196379	-10.6671	129047	1582.4
5.8125	-0.137573	-10.6805	130713	3248.36
5.84375	-0.469599	-10.5463	131776	4311.14
5.875	-0.795501	-10.2966	130492	3027.5
5.90625	-1.11258	-9.99366	127446	18.6816
5.9375	-1.42009	-9.6871	127446	18.6816
5.96875	-1.71803	-9.38054	127446	18.6816
6	-2.00638	-9.07397	127446	18.6816
6.03125	-2.28515	-8.76741	127446	18.6816
6.0625	-2.55434	-8.46085	127446	18.6816
6.09375	-2.81395	-8.15429	127446	18.6816
6.125	-3.06398	-7.84772	127446	18.6816
6.15625	-3.30444	-7.54116	127446	18.6816
6.1875	-3.53531	-7.2346	127446	18.6816
6.21875	-3.7566	-6.92804	127446	18.6816
6.25	-3.96831	-6.62147	127446	18.6816
6.28125	-4.17044	-6.31491	127446	18.6816
6.3125	-4.36299	-6.00835	127446	18.6816
6.34375	-4.54596	-5.70179	127446	18.6816
6.375	-4.71935	-5.39522	127446	18.6816
6.40625	-4.88316	-5.08866	127446	18.6816
6.4375	-5.03739	-4.7821	127446	18.6816
6.46875	-5.18205	-4.47554	127446	18.6816
6.5	-5.31712	-4.16897	127446	18.6816
6.53125	-5.44261	-3.86241	127446	18.6816
6.5625	-5.55852	-3.55585	127446	18.6816
6.59375	-5.66485	-3.24929	127446	18.6816
6.625	-5.7616	-2.94272	127446	18.6816
6.65625	-5.84877	-2.63616	127446	18.6816
6.6875	-5.92636	-2.3296	127446	18.6816
6.71875	-5.99437	-2.02304	127446	18.6816
6.75	-6.0528	-1.71647	127446	18.6816
6.78125	-6.10165	-1.40991	127446	18.6816
6.8125	-6.14092	-1.10335	127446	18.6816
6.84375	-6.17061	-0.796787	127446	18.6816
6.875	-6.19072	-0.490225	127446	18.6816
6.90625	-6.20125	-0.183662	127446	18.6816
6.9375	-6.20219	0.1229	127446	18.6816
6.96875	-6.19356	0.429463	127446	18.6816
7	-6.17535	0.736025	127446	18.6816
7.03125	-6.14756	1.04259	127446	18.6816
7.0625	-6.11019	1.34915	127446	18.6816
7.09375	-6.06324	1.65571	127446	18.6816
7.125	-6.00671	1.96228	127446	18.6816
7.15625	-5.9406	2.26884	127446	18.6816
7.1875	-5.86491	2.5754	127446	18.6816
7.21875	-5.77964	2.88196	127446	18.6816
7.25	-5.68478	3.18853	127446	18.6816
7.28125	-5.58035	3.49509	127446	18.6816
7.3125	-5.46634	3.80165	127446	18.6816
7.34375	-5.34275	4.10821	127446	18.6816
7.375	-5.20958	4.41478	127446	18.6816
7.40625	-5.06683	4.72134	127446	18.6816
7.4375	-4.91449	5.0279	127446	18.6816
7.46875	-4.75258	5.33446	127446	18.6816
7.5	-4.58109	5.64103	127446	18.6816
7.53125	-4.40002	5.94759	127446	18.6816
7.5625	-4.20937	6.25415	127446	18.6816
7.59375	-4.00913	6.56071	127446	18.6816
7.625	-3.79932	6.86728	127446	18.6816
7.65625	-3.57993	7.17384	127446	18.6816
7.6875	-3.35096	7.4804	127446	18.6816
7.71875	-3.1124	7.78696	127446	18.6816
7.75	-2.86427	8.09353	127446	18.6816
7.78125	-2.60656	8.40009	127446	18.6816
7.8125	-2.33927	8.70665	127446	18.6816
7.84375	-2.06239	9.01321	127446	18.6816
7.875	-1.77594	9.31978	127446	18.6816
7.90625	-1.47991	9.62634	127446	18.6816
7.9375	-1.17429	9.9329	127446	18.6816
7.96875	-0.859101	10.238	129768	2303.12
8	-0.534811	10.504	131762	4297.57
8.03125	-0.203713	10.6647	131010	3544.98
8.0625	0.130215	10.6814	129353	1888.2
8.09375	0.462319	10.5503	128027	561.832
8.125	0.788379	10.3026	127486	21.3768
8.15625	1.10566	10	127437	28.3383
8.1875	1.41337	9.69344	127437	28.3383
8.21875	1.7115	9.38687	127437	28.3383
8.25	2.00005	9.08031	127437	28.3383
8.28125	2.27902	8.77375	127437	28.3383
8.3125	2.54841	8.46719	127437	28.3383
8.34375	2.80821	8.16062	127437	28.3383
8.375	3.05844	7.85406	127437	28.3383
8.40625	3.29909	7.5475	127437	28.3383
8.4375	3.53016	7.24094	127437	28.3383
8.46875	3.75165	6.93437	127437	28.3383
8.5	3.96356	6.62781	127437	28.3383
8.53125	4.16589	6.32125	127437	28.3383
8.5625	4.35864	6.01469	127437	28.3383
8.59375	4.54181	5.70812	127437	28.3383
8.625	4.7154	5.40156	127437	28.3383
8.65625	4.87941	5.095	127437	28.3383
8.6875	5.03383	4.78844	127437	28.3383
8.71875	5.17868	4.48187	127437	28.3383
8.75	5.31395	4.17531	127437	28.3383
8.78125	5.43964	3.86875	127437	28.3383
8.8125	5.55575	3.56219	127437	28.3383
8.84375	5.66228	3.25562	127437	28.3383
8.875	5.75922	2.94906	127437	28.3383
8.90625	5.84659	2.6425	127437	28.3383
8.9375	5.92438	2.33594	127437	28.3383
8.96875	5.99259	2.02937	127437	28.3383
9	6.05122	1.72281	127437	28.3383
9.03125	6.10026	1.41625	127437	28.3383
9.0625	6.13973	1.10969	127437	28.3383
9.09375	6.16962	0.803123	127437	28.3383
9.125	6.18993	0.49656	127437	28.3383
9.15625	6.20065	0.189998	127437	28.3383
9.1875	6.2018	-0.116565	127437	28.3383
9.21875	6.19337	-0.423127	127437	28.3383
9.25	6.17536	-0.72969	127437	28.3383
9.28125	6.14776	-1.03625	127437	28.3383
9.3125	6.11059	-1.34281	127437	28.3383
9.34375	6.06384	-1.64938	127437	28.3383
9.375	6.0075	-1.95594	127437	28.3383
9.40625	5.94159	-2.2625	127437	28.3383
9.4375	5.8661	-2.56906	127437	28.3383
9.46875	5.78102	-2.87563	127437	28.3383
9.5	5.68637	-3.18219	127437	28.3383
9.53125	5.58214	-3.48875	127437	28.3383
9.5625	5.46832	-3.79531	127437	28.3383
9.59375	5.34493	-4.10188	127437	28.3383
9.625	5.21196	-4.40844	127437	28.3383
9.65625	5.0694	-4.715	127437	28.3383
9.6875	4.91727	-5.02156	127437	28.3383
9.71875	4.75556	-5.32813	127437	28.3383
9.75	4.58426	-5.63469	127437	28.3383
9.78125	4.40339	-5.94125	127437	28.3383
9.8125	4.21293	-6.24781	127437	28.3383
9.84375	4.0129	-6.55438	127437	28.3383
9.875	3.80328	-6.86094	127437	28.3383
9.90625	3.58409	-7.1675	127437	28.3383
9.9375	3.35532	-7.47406	127437	28.3383
9.96875	3.11696	-7.78063	127437	28.3383
10	2.86903	-8.08719	127437	28.3383
10.0313	2.61151	-8.39375	127437	28.3383
10.0625	2.34442	-8.70031	127437	28.3383
10.0938	2.06774	-9.00688	127437	28.3383
10.125	1.78149	-9.31344	127437	28.3383
10.1563	1.48565	-9.62	127437	28.3383
10.1875	1.18024	-9.92656	127437	28.3383
10.2188	0.865242	-10.2318	127444	20.8095
10.25	0.541128	-10.4992	127815	350.032
10.2813	0.210141	-10.6624	128964	1499.24
10.3125	-0.123761	-10.6821	130626	3161.33
10.3438	-0.455929	-10.5536	131745	4279.92
10.375	-0.782124	-10.3076	130599	3134.47
10.4063	-1.09957	-10.0055	127426	38.7606
10.4375	-1.40745	-9.69891	127426	38.7606
10.4688	-1.70575	-9.39235	127426	38.7606
10.5	-1.99447	-9.08578	127426	38.7606
10.5313	-2.27361	-8.77922	127426	38.7606
10.5625	-2.54317	-8.47266	127426	38.7606
10.5938	-2.80315	-8.1661	127426	38.7606
10.625	-3.05355	-7.85953	127426	38.7606
10.6563	-3.29437	-7.55297	127426	38.7606
10.6875	-3.52561	-7.24641	127426	38.7606
10.7188	-3.74727	-6.93985	127426	38.7606
10.75	-3.95935	-6.63328	127426	38.7606
10.7813	-4.16185	-6.32672	127426	38.7606
10.8125	-4.35477	-6.02016	127426	38.7606
10.8438	-4.53811	-5.7136	127426	38.7606
10.875	-4.71187	-5.40703	127426	38.7606
10.9063	-4.87605	-5.10047	127426	38.7606
10.9375	-5.03065	-4.79391	127426	38.7606
10.9688	-5.17567	-4.48735	127426	38.7606
11	-5.31111	-4.18078	127426	38.7606
11.0313	-5.43697	-3.87422	127426	38.7606
11.0625	-5.55325	-3.56766	127426	38.7606
11.0938	-5.65995	-3.2611	127426	38.7606
11.125	-5.75707	-2.95453	127426	38.7606
11.1563	-5.84461	-2.64797	127426	38.7606
11.1875	-5.92257	-2.34141	127426	38.7606
11.2188	-5.99095	-2.03485	127426	38.7606
11.25	-6.04975	-1.72828	127426	38.7606
11.2813	-6.09897	-1.42172	127426	38.7606
11.3125	-6.1386	-1.11516	127426	38.7606
11.3438	-6.16866	-0.808596	127426	38.7606
11.375	-6.18914	-0.502033	127426	38.7606
11.4063	-6.20004	-0.195471	127426	38.7606
11.4375	-6.20136	0.111092	127426	38.7606
11.4688	-6.1931	0.417654	127426	38.7606
11.5	-6.17525	0.724217	127426	38.7606
11.5313	-6.14783	1.03078	127426	38.7606
11.5625	-6.11083	1.33734	127426	38.7606
11.5938	-6.06425	1.6439	127426	38.7606
11.625	-6.00809	1.95047	127426	38.7606
11.6563	-5.94234	2.25703	127426	38.7606
11.6875	-5.86702	2.56359	127426	38.7606
11.7188	-5.78212	2.87015	127426	38.7606
11.75	-5.68764	3.17672	127426	38.7606
11.7813	-5.58358	3.48328	127426	38.7606
11.8125	-5.46993	3.78984	127426	38.7606
11.8438	-5.34671	4.0964	127426	38.7606
11.875	-5.21391	4.40297	127426	38.7606
11.9063	-5.07153	4.70953	127426	38.7606
11.9375	-4.91956	5.01609	127426	38.7606
11.9688	-4.75802	5.32265	127426	38.7606
12	-4.5869	5.62922	127426	38.7606
12.0313	-4.40619	5.93578	127426	38.7606
12.0625	-4.21591	6.24234	127426	38.7606
12.0938	-4.01605	6.5489	127426	38.7606
12.125	-3.8066	6.85547	127426	38.7606
12.1563	-3.58758	7.16203	127426	38.7606
12.1875	-3.35898	7.46859	127426	38.7606
12.2188	-3.12079	7.77515	127426	38.7606
12.25	-2.87303	8.08172	127426	38.7606
12.2813	-2.61569	8.38828	127426	38.7606
12.3125	-2.34876	8.69484	127426	38.7606
12.3438	-2.07226	9.0014	127426	38.7606
12.375	-1.78617	9.30797	127426	38.7606
12.4063	-1.49051	9.61453	127426	38.7606
12.4375	-1.18527	9.92109	127426	38.7606
12.4688	-0.870442	10.2264	129599	2133.87
12.5	-0.54648	10.495	131729	4264.54
12.5313	-0.215593	10.6603	131040	3575.37
12.5625	0.118283	10.6825	129390	1925.43
12.5938	0.450501	10.5563	128040	574.698
12.625	0.776806	10.3119	127472	7.13938
12.6563	1.09439	10.01	127415	49.6007
12.6875	1.40241	9.70347	127415	49.6007
12.7188	1.70086	9.3969	127415	49.6007
12.75	1.98972	9.09034	127415	49.6007
12.7813	2.269	8.78378	127415	49.6007
12.8125	2.53871	8.47722	127415	49.6007
12.8438	2.79883	8.17065	127415	49.6007
12.875	3.04937	7.86409	127415	49.6007
12.9063	3.29034	7.55753	127415	49.6007
12.9375	3.52172	7.25097	127415	49.6007
12.9688	3.74352	6.9444	127415	49.6007
13	3.95574	6.63784	127415	49.6007
13.0313	4.15839	6.33128	127415	49.6007
13.0625	4.35145	6.02472	127415	49.6007
13.0938	4.53493	5.71815	127415	49.6007
13.125	4.70883	5.41159	127415	49.6007
13.1563	4.87316	5.10503	127415	49.6007
13.1875	5.0279	4.79847	127415	49.6007
13.2188	5.17306	4.4919	127415	49.6007
13.25	5.30864	4.18534	127415	49.6007
13.2813	5.43464	3.87878	127415	49.6007
13.3125	5.55107	3.57222	127415	49.6007
13.3438	5.65791	3.26565	127415	49.6007
13.375	5.75517	2.95909	127415	49.6007
13.4063	5.84285	2.65253	127415	49.6007
13.4375	5.92095	2.34597	127415	49.6007
13.4688	5.98947	2.0394	127415	49.6007
13.5	6.04841	1.73284	127415	49.6007
13.5313	6.09778	1.42628	127415	49.6007
13.5625	6.13756	1.11972	127415	49.6007
13.5938	6.16776	0.813154	127415	49.6007
13.625	6.18838	0.506592	127415	49.6007
13.6563	6.19942	0.200029	127415	49.6007
13.6875	6.20088	-0.106533	127415	49.6007
13.7188	6.19276	-0.413096	127415	49.6007
13.75	6.17506	-0.719658	127415	49.6007
13.7813	6.14778	-1.02622	127415	49.6007
13.8125	6.11092	-1.33278	127415	49.6007
13.8438	6.06448	-1.63935	127415	49.6007
13.875	6.00846	-1.94591	127415	49.6007
13.9063	5.94286	-2.25247	127415	49.6007
13.9375	5.86769	-2.55903	127415	49.6007
13.9688	5.78293	-2.8656	127415	49.6007
14	5.68859	-3.17216	127415	49.6007
14.0313	5.58467	-3.47872	127415	49.6007
14.0625	5.47117	-3.78528	127415	49.6007
14.0938	5.34809	-4.09185	127415	49.6007
14.125	5.21542	-4.39841	127415	49.6007
14.1563	5.07318	-4.70497	127415	49.6007
14.1875	4.92136	-5.01153	127415	49.6007
14.2188	4.75996	-5.3181	127415	49.6007
14.25	4.58898	-5.62466	127415	49.6007
14.2813	4.40842	-5.93122	127415	49.6007
14.3125	4.21828	-6.23778	127415	49.6007
14.3438	4.01856	-6.54435	127415	49.6007
14.375	3.80926	-6.85091	127415	49.6007
14.4063	3.59038	-7.15747	127415	49.6007
14.4375	3.36192	-7.46403	127415	49.6007
14.4688	3.12388	-7.7706	127415	49.6007
14.5	2.87626	-8.07716	127415	49.6007
14.5313	2.61905	-8.38372	127415	49.6007
14.5625	2.35227	-8.69028	127415	49.6007
14.5938	2.07591	-8.99685	127415	49.6007
14.625	1.78997	-9.30341	127415	49.6007
14.6563	1.49445	-9.60997	127415	49.6007
14.6875	1.18935	-9.91653	127415	49.6007
14.7188	0.874666	-10.2219	127420	45.2286
14.75	0.550831	-10.4915	127771	306.362
14.7813	0.220029	-10.6585	128897	1432.32
14.8125	-0.113822	-10.6827	130555	3090.44
14.8438	-0.446077	-10.5584	131712	4247.32
14.875	-0.772468	-10.3152	130664	3199.19
14.9063	-1.09016	-10.0136	127404	60.6361
14.9375	-1.3983	-9.70708	127404	60.6361
14.9688	-1.69686	-9.40052	127404	60.6361
15	-1.98583	-9.09396	127404	60.6361
15.0313	-2.26523	-8.7874	127404	60.6361
15.0625	-2.53504	-8.48083	127404	60.6361
15.0938	-2.79528	-8.17427	127404	60.6361
15.125	-3.04594	-7.86771	127404	60.6361
15.1563	-3.28701	-7.56115	127404	60.6361
15.1875	-3.51851	-7.25458	127404	60.6361
15.2188	-3.74042	-6.94802	127404	60.6361
15.25	-3.95276	-6.64146	127404	60.6361
15.2813	-4.15551	-6.3349	127404	60.6361
15.3125	-4.34869	-6.02833	127404	60.6361
15.3438	-4.53229	-5.72177	127404	60.6361
15.375	-4.7063	-5.41521	127404	60.6361
15.4063	-4.87074	-5.10865	127404	60.6361
15.4375	-5.02559	-4.80208	127404	60.6361
15.4688	-5.17087	-4.49552	127404	60.6361
15.5	-5.30656	-4.18896	127404	60.6361
15.5313	-5.43268	-3.8824	127404	60.6361
15.5625	-5.54921	-3.57583	127404	60.6361
15.5938	-5.65617	-3.26927	127404	60.6361
15.625	-5.75354	-2.96271	127404	60.6361
15.6563	-5.84133	-2.65615	127404	60.6361
15.6875	-5.91955	-2.34958	127404	60.6361
15.7188	-5.98818	-2.04302	127404	60.6361
15.75	-6.04724	-1.73646	127404	60.6361
15.7813	-6.09671	-1.4299	127404	60.6361
15.8125	-6.13661	-1.12333	127404	60.6361
15.8438	-6.16692	-0.81677	127404	60.6361
15.875	-6.18765	-0.510208	127404	60.6361
15.9063	-6.19881	-0.203645	127404	60.6361
15.9375	-6.20038	0.102917	127404	60.6361
15.9688	-6.19238	0.40948	127404	60.6361
16	-6.17479	0.716042	127404	60.6361
16.0313	-6.14762	1.0226	127404	60.6361
16.0625	-6.11088	1.32917	127404	60.6361
16.0938	-6.06455	1.63573	127404	60.6361
16.125	-6.00864	1.94229	127404	60.6361
16.1563	-5.94316	2.24885	127404	60.6361
16.1875	-5.86809	2.55542	127404	60.6361
16.2188	-5.78344	2.86198	127404	60.6361
16.25	-5.68922	3.16854	127404	60.6361
16.2813	-5.58541	3.4751	127404	60.6361
16.3125	-5.47202	3.78167	127404	60.6361
16.3438	-5.34906	4.08823	127404	60.6361
16.375	-5.21651	4.39479	127404	60.6361
16.4063	-5.07438	4.70135	127404	60.6361
16.4375	-4.92267	5.00792	127404	60.6361
16.4688	-4.76139	5.31448	127404	60.6361
16.5	-4.59052	5.62104	127404	60.6361
16.5313	-4.41007	5.9276	127404	60.6361
16.5625	-4.22004	6.23417	127404	60.6361
16.5938	-4.02044	6.54073	127404	60.6361
16.625	-3.81125	6.84729	127404	60.6361
16.6563	-3.59248	7.15385	127404	60.6361
16.6875	-3.36413	7.46042	127404	60.6361
16.7188	-3.1262	7.76698	127404	60.6361
16.75	-2.8787	8.07354	127404	60.6361
16.7813	-2.62161	8.3801	127404	60.6361
16.8125	-2.35494	8.68667	127404	60.6361
16.8438	-2.07869	8.99323	127404	60.6361
16.875	-1.79286	9.29979	127404	60.6361
16.9063	-1.49745	9.60635	127404	60.6361
16.9375	-1.19247	9.91292	127404	60.6361
16.9688	-0.877897	10.2184	129476	2010.77
17	-0.554164	10.4887	131697	4232.53
17.0313	-0.223431	10.657	131051	3586.5
17.0625	0.110397	10.6827	129407	1942.02
17.0938	0.442675	10.5598	128040	575.555
17.125	0.769129	10.3176	127455	10.1359
17.1563	1.08691	10.0163	127393	71.7385
17.1875	1.39512	9.70974	127393	71.7385
17.2188	1.69376	9.40318	127393	71.7385
